,endTime,artistName,trackName,msPlayed
0,2020-12-04 16:20,Hamilton If It Was Sung Entirely By Adam Sandler,1. “Alexander Hamilton”,213
1,2020-12-04 16:21,Hamilton If It Was Sung Entirely By Adam Sandler,1. “Alexander Hamilton”,21620
2,2020-12-04 16:21,Hamilton If It Was Sung Entirely By Adam Sandler,0. Introduction/What the F Is This?,26711
3,2020-12-04 16:21,Panic! At The Disco,I Write Sins Not Tragedies,1920
4,2020-12-04 16:24,Adventuring Academy,Murph and Emily's Friend (with Caldwell Tanner),605446
5,2020-12-04 16:25,Taking Back Sunday,Cute Without The 'E' (Cut From The Team),211546
6,2020-12-04 16:30,Asking Alexandria,The Final Episode (Let's Change Channel),9650
7,2020-12-04 16:30,Brand New,The Boy Who Blocked His Own Shot,279200
8,2020-12-04 16:34,The Wonder Years,Passing Through a Screen Door,245644
9,2020-12-04 16:34,Simple Plan,I'm Just a Kid,6591
10,2020-12-04 16:39,My Chemical Romance,Welcome to the Black Parade,311106
11,2020-12-04 16:43,Real Friends,Get By,212893
12,2020-12-04 16:46,Fall Out Boy,"Dance, Dance",180266
13,2020-12-04 16:46,Pierce The Veil,Fast Times at Clairemont High,1258
14,2020-12-04 16:46,Makeout,Crazy,16793
15,2020-12-04 16:49,La Dispute,Hudsonville MI 1956,6489
16,2020-12-04 16:49,Panic! At The Disco,Death of a Bachelor,203506
17,2020-12-04 16:50,Palaye Royale,Hospital Beds,1642
18,2020-12-04 16:53,Sum 41,Fat Lip,853
19,2020-12-04 16:53,La Dispute,Bury Your Flame,895
20,2020-12-04 16:53,Boston Manor,England's Dreaming - Acoustic,1984
21,2020-12-04 16:53,Bowling For Soup,1985,405
22,2020-12-04 16:53,Pierce The Veil,The Boy Who Could Fly,1258
23,2020-12-04 16:53,Story Of The Year,Until the Day I Die,490
24,2020-12-04 16:53,Panic! At The Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,191850
25,2020-12-04 16:56,The Wonder Years,Local Man Ruins Everything (Acoustic),180186
26,2020-12-04 16:58,Panic! At The Disco,"Build God, Then We'll Talk",123121
27,2020-12-05 22:32,Panic! At The Disco,"Build God, Then We'll Talk",97608
28,2020-12-05 22:57,Architects,These Colours Don't Run,133003
29,2020-12-14 03:32,Panic! At The Disco,"Build God, Then We'll Talk",10672
30,2020-12-14 03:35,Panic! At The Disco,Into the Unknown - Panic! At The Disco Version,185295
31,2020-12-14 03:39,All Them Witches,Easy,250840
32,2020-12-14 03:43,alt-J,Fitzpleasure,219400
33,2020-12-14 03:46,KALEO,No Good,234240
34,2020-12-14 03:47,The Glorious Sons,S.O.S. (Sawed Off Shotgun),8915
35,2020-12-14 03:50,Sub Urban,Cradles,209829
36,2020-12-14 03:50,Mallory Knox,Giving It Up,16320
37,2020-12-14 03:53,Two Feet,I Feel Like I'm Drowning,185520
38,2020-12-14 03:57,TV On The Radio,Will Do,224986
39,2020-12-14 03:58,Warbly Jets,Propaganda,1091
40,2020-12-14 03:58,Rubi,Jeans,905
41,2020-12-14 03:58,You Me At Six,Night People,49711
42,2020-12-14 03:58,Welshly Arms,Hush,487
43,2020-12-14 03:58,All Them Witches,Family Song for the Leaving,12376
44,2020-12-14 03:58,alt-J,Matilda,3482
45,2020-12-14 03:59,Arctic Monkeys,I Wanna Be Yours,37616
46,2020-12-14 04:02,Arctic Monkeys,R U Mine?,201726
47,2020-12-14 04:05,George Ezra,Did You Hear the Rain?,177440
48,2020-12-14 04:08,alt-J,Tessellate,181400
49,2020-12-14 04:14,Silversun Pickups,Lazy Eye,354360
50,2020-12-14 04:18,KALEO,Way down We Go,213706
51,2020-12-14 04:24,All Them Witches,Right Hand,353250
52,2020-12-14 04:27,The Blue Stones,Black Holes (Solid Ground),20062
53,2020-12-14 04:27,All Them Witches,Open Passageways,194013
54,2020-12-14 04:27,Rival Sons,Do Your Worst,2136
55,2020-12-14 04:31,Cage The Elephant,Cigarette Daydreams,208760
56,2020-12-14 04:34,Cavetown,Devil Town,179955
57,2020-12-14 04:34,cleopatrick,hometown,17075
58,2020-12-14 04:38,The Raconteurs,"Steady, As She Goes",215266
59,2020-12-14 04:41,I DONT KNOW HOW BUT THEY FOUND ME,Choke,195717
60,2020-12-14 04:47,All Them Witches,The Marriage Of Coyote Woman,349613
61,2020-12-14 04:51,Goodbye June,Oh No,221469
62,2020-12-14 04:54,alt-J,Breezeblocks,227080
63,2020-12-14 04:58,Cage The Elephant,Come a Little Closer,229346
64,2020-12-14 05:00,Lincoln,Saint Bernard,103343
65,2020-12-14 05:03,Sub Urban,Freak (feat. REI AMI),171453
66,2020-12-15 20:09,Panic! At The Disco,New Perspective,227093
67,2020-12-15 20:12,Orville Peck,Queen of the Rodeo,197882
68,2020-12-15 20:14,flor,yellow (feat. MisterWives),94599
69,2020-12-15 20:14,Mumford & Sons,The Cave,1514
70,2020-12-15 20:17,Of Monsters and Men,Mountain Sound,211453
71,2020-12-15 20:21,Goth Babe,The Trees,210276
72,2020-12-22 04:00,Village People,Y.M.C.A.,306845
73,2020-12-22 04:01,Village People,Y.M.C.A.,47943
74,2020-12-22 04:05,Lipps Inc.,Funky Town,239253
75,2020-12-22 04:09,ABBA,Take A Chance On Me,242130
76,2020-12-29 04:27,Backstreet Boys,Incomplete,237483
77,2020-12-29 04:27,Backstreet Boys,Shape of My Heart,3320
78,2020-12-29 04:29,The National,Hey Rosey,13003
79,2020-12-29 04:29,Backstreet Boys,Show Me the Meaning of Being Lonely,88328
80,2020-12-29 04:32,My Chemical Romance,I'm Not Okay (I Promise),186480
81,2020-12-29 04:33,PUP,Kids,44615
82,2020-12-29 04:33,Real Friends,Get By,8730
83,2020-12-29 04:36,Backstreet Boys,Show Me the Meaning of Being Lonely,2497
84,2020-12-29 04:36,Real Friends,I've Given Up on You,163999
85,2020-12-29 04:40,Neck Deep,In Bloom,438
86,2020-12-29 04:40,Neck Deep,December,218954
87,2020-12-29 04:43,blink-182,Stay Together For The Kids,224281
88,2020-12-29 04:47,blink-182,Always,251893
89,2020-12-29 04:52,Santana,Oye Como Va,256933
90,2020-12-29 04:54,Sergio Mendes & Brasil '66,Mas Que Nada,161306
91,2020-12-29 04:59,Elvis Crespo,Suavemente,266306
92,2020-12-29 06:38,blink-182,Stay Together For The Kids,4800
93,2021-01-05 23:25,BirdNote Daily,Outdoors with the Urban Bird Collective,12457
94,2021-01-05 23:26,State Champs,10 Am,16033
95,2021-01-05 23:26,Mayday Parade,First Train,20108
96,2021-01-05 23:30,Tiny Moving Parts,Medicine,29225
97,2021-01-05 23:30,Real Friends,I've Given Up on You,5468
98,2021-01-05 23:30,Stand Atlantic,Lavender Bones,6339
99,2021-01-05 23:30,Mayday Parade,Jamie All Over,216000
100,2021-01-05 23:33,Real Friends,I've Given Up on You,163999
101,2021-01-05 23:36,Real Friends,Me First,193280
102,2021-01-05 23:39,Real Friends,From The Outside,185493
103,2021-01-05 23:42,Real Friends,Mess,188493
104,2021-01-05 23:45,Real Friends,I Had A Heart,157746
105,2021-01-05 23:49,Real Friends,Late Nights in My Car,30015
106,2021-01-05 23:49,State Champs,Stitches,6826
107,2021-01-05 23:49,Real Friends,Get By,212893
108,2021-01-05 23:49,Neck Deep,In Bloom,4376
109,2021-01-05 23:49,Simple Plan,Where I Belong (feat. We The Kings),3726
110,2021-01-05 23:49,Neck Deep,December,1323
111,2021-01-05 23:54,The Wonder Years,Came Out Swinging,244744
112,2021-01-05 23:58,The Wonder Years,Out On My Feet,241822
113,2021-01-06 00:01,The Wonder Years,I Don't Like Who I Was Then,217736
114,2021-01-06 00:05,The Wonder Years,Passing Through A Screen Door,215452
115,2021-01-06 00:09,The Wonder Years,Brakeless,223480
116,2021-01-06 00:11,The Wonder Years,"There, There",146616
117,2021-01-06 00:16,The Wonder Years,Cigarettes & Saints,302575
118,2021-01-06 22:19,The Wonder Years,Sister Cities,38250
119,2021-01-06 22:19,Kendrick Lamar,Institutionalized,835
120,2021-01-06 22:19,Kendrick Lamar,The Blacker The Berry,1764
121,2021-01-06 22:19,Kendrick Lamar,These Walls,1323
122,2021-01-09 06:11,Kendrick Lamar,Money Trees,12074
123,2021-01-09 06:12,Maurice Ravel,"String Quartet In F Major, M.35: 2. Assez vif. Très rythmé",43368
124,2021-01-09 06:13,Ólafur Arnalds,Gleypa Okkur,2205
125,2021-01-09 06:27,Maurice Ravel,"String Quartet In F Major, M.35: 2. Assez vif. Très rythmé",1365
126,2021-01-09 06:42,Camille,Le Festin,6492
127,2021-01-09 06:43,Explosions In The Sky,Your Hand In Mine,50261
128,2021-01-11 17:19,Local Natives,When Am I Gonna Lose You,264213
129,2021-01-11 17:22,KennyHoopla,how will i rest in peace if i'm buried by a highway?//,218533
130,2021-01-11 17:27,Goth Babe,End Summer,270837
131,2021-01-11 17:31,Goth Babe,Sometimes,262736
132,2021-01-11 17:35,Phillip Larue,Summer,232444
133,2021-01-11 17:39,girl in red,i wanna be your girlfriend,204990
134,2021-01-11 17:44,Young the Giant,Cough Syrup,21836
135,2021-01-11 17:44,WALK THE MOON,Anna Sun,321280
136,2021-01-11 17:47,Tails,Skeleton (feat. Nevve),186976
137,2021-01-11 17:51,Sub Urban,Freak (feat. REI AMI),194000
138,2021-01-11 17:54,Sub Urban,Cirque,170257
139,2021-01-11 17:57,TOKiMONSTA,Don't Call Me (feat. Yuna),217537
140,2021-01-11 18:00,Billie Eilish,you should see me in a crown,180952
141,2021-01-11 18:01,DJ Khalil,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",46291
142,2021-01-12 20:21,Reeve Carney,Come Home with Me,107649
143,2021-01-12 20:21,Amber Gray,Charming,1642
144,2021-01-12 20:21,Christy Altomare,In My Dreams,3839
145,2021-01-12 20:22,Eva Noblezada,"Gone, I'm Gone",27178
146,2021-01-12 20:25,Eva Noblezada,Any Way the Wind Blows,225805
147,2021-01-12 20:27,Reeve Carney,Come Home with Me,107649
148,2021-01-12 20:31,Reeve Carney,Wedding Song,213198
149,2021-01-12 20:34,Reeve Carney,Epic I,192891
150,2021-01-12 20:39,Amber Gray,Livin' it Up on Top,329696
151,2021-01-12 20:40,Eva Noblezada,All I've Ever Known,2665
152,2021-01-12 20:40,André De Shields,"All I've Ever Known (""In spite of herself..."") [Intro]",40925
153,2021-01-12 20:45,Hadestown Original Broadway Company,Way Down Hadestown,300246
154,2021-01-12 20:47,André De Shields,A Gathering Storm,93201
155,2021-01-12 20:49,Reeve Carney,Epic II,146366
156,2021-01-12 20:56,Patrick Page,"Hey, Little Songbird",25281
157,2021-01-12 20:56,Hadestown Original Broadway Company,Chant,391011
158,2021-01-12 20:56,André De Shields,"When the Chips are Down (""Songbird vs. rattlesnake..."") [Intro]",20264
159,2021-01-12 20:59,Jewelle Blackman,When the Chips are Down,134250
160,2021-01-12 21:00,Eva Noblezada,"Gone, I'm Gone",101170
161,2021-01-12 21:02,André De Shields,"Wait for Me (""Hey, the big artiste..."") [Intro]",91425
162,2021-01-12 21:05,André De Shields,Wait for Me,214961
163,2021-01-12 21:09,Patrick Page,Why We Build the Wall,240193
164,2021-01-12 21:10,André De Shields,"Why We Build the Wall (""Behind closed doors..."") [Outro]",57212
165,2021-01-12 21:11,André De Shields,Way Down Hadestown (Reprise),6794
166,2021-01-12 21:11,Amber Gray,Our Lady of the Underground,48212
167,2021-01-12 21:11,Reeve Carney,Come Home with Me (Reprise),2527
168,2021-01-12 21:12,Reeve Carney,Come Home with Me (Reprise),5770
169,2021-01-12 21:12,Hadestown Original Broadway Company,Chant (Reprise),7434
170,2021-01-12 21:12,Hadestown Original Broadway Company,Chant (Reprise),9834
171,2021-01-12 21:18,Reeve Carney,Epic III,351439
172,2021-01-12 21:19,Hadestown Original Broadway Band,"Epic III (""They danced..."") - Instrumental",99564
173,2021-01-12 21:21,Jewelle Blackman,Word to the Wise,2016
174,2021-01-12 21:21,Eva Noblezada,Promises,122382
175,2021-01-12 21:21,Patrick Page,"His Kiss, the Riot",5493
176,2021-01-12 21:23,André De Shields,"Wait for Me (""If you wanna walk out of hell..."") - Intro; Reprise",96526
177,2021-01-12 21:26,André De Shields,Wait for Me (Reprise),192281
178,2021-01-12 21:30,Reeve Carney,Doubt Comes In,218893
179,2021-01-12 21:30,André De Shields,Road to Hell (Reprise),2656
180,2021-01-12 21:33,Real Friends,I've Given Up on You,163999
181,2021-01-12 21:36,Real Friends,Me First,193280
182,2021-01-12 21:48,Real Friends,From The Outside,185493
183,2021-01-12 21:51,Real Friends,Mess,188493
184,2021-01-12 21:55,Real Friends,Get By,212893
185,2021-01-12 21:58,Bring Me The Horizon,Can You Feel My Heart,2186
186,2021-01-12 21:58,Real Friends,Late Nights in My Car,38005
187,2021-01-12 21:58,Crown The Empire,Payphone,2058
188,2021-01-12 21:58,GHØSTKID,SUPERNØVA (feat. Marcus Bischoff of Heaven Shall Burn),1055
189,2021-01-12 21:58,Reeve Carney,Come Home with Me,2720
190,2021-01-12 21:58,Of Mice & Men,The Storm,1493
191,2021-01-12 21:58,Architects,Gone With The Wind,1408
192,2021-01-12 21:58,Fit For A King,Backbreaker,3626
193,2021-01-12 21:58,Ocean Sleeper,Light In My Dark,1226
194,2021-01-12 21:58,Real Friends,I Had A Heart,157746
195,2021-01-12 21:59,Jewelle Blackman,Word to the Wise,1365
196,2021-01-12 21:59,Bayside,I've Been Dead All Day,5216
197,2021-01-12 21:59,Reeve Carney,If it's True,1098
198,2021-01-12 21:59,Kate Shindle,The Mad Hatter,12671
199,2021-01-12 21:59,Lin-Manuel Miranda,Right Hand Man,1450
200,2021-01-12 21:59,Ben Platt,Grow As We Go,3103
201,2021-01-12 22:03,Mike Faist,"Sincerely, Me",1024
202,2021-01-12 22:03,Ben Platt,Waving Through A Window,236809
203,2021-01-12 22:03,Ben Platt,You Will Be Found,3042
204,2021-01-12 22:07,Ben Platt,Found/Tonight,11348
205,2021-01-12 22:07,Ben Platt,For Forever,2623
206,2021-01-12 22:07,Ben Platt,In Case You Don't Live Forever,896
207,2021-01-12 22:07,Ben Platt,If I Could Tell Her,248653
208,2021-01-12 22:11,Mumford & Sons,Little Lion Man,246973
209,2021-01-12 22:17,Orville Peck,"Drive Me, Crazy",318306
210,2021-01-12 22:23,KALEO,I Can't Go on Without You,377000
211,2021-01-12 22:26,Goth Babe,Colours,182857
212,2021-01-12 22:27,Yoke Lore,Dead Ringer,73684
213,2021-01-12 22:29,half•alive,The Fall,1397
214,2021-01-12 22:29,Baaba Maal,There Will Be Time,104928
215,2021-01-12 22:34,Goth Babe,Sunnnn,260842
216,2021-01-12 22:38,Mumford & Sons,Awake My Soul,255826
217,2021-01-12 22:44,Crywolf,Stomach It,346661
218,2021-01-12 22:48,Orville Peck,Hope to Die,269736
219,2021-01-12 22:53,KALEO,All the Pretty Girls - Recorded at Spotify Studios NYC,307172
220,2021-01-12 22:59,Cavetown,Boys Will Be Bugs,329049
221,2021-01-12 23:03,Koda,The Warmth,230857
222,2021-01-12 23:04,Orville Peck,Old River,61622
223,2021-01-12 23:08,KALEO,Glass House,241546
224,2021-01-12 23:12,Goth Babe,Car Camping,267130
225,2021-01-12 23:17,Mumford & Sons,I Will Wait,276720
226,2021-01-13 02:26,Tōth,Copilot,166565
227,2021-01-13 02:29,Bon Iver,Holocene,533
228,2021-01-13 02:35,Bon Iver,Holocene,336613
229,2021-01-13 02:39,Bon Iver,"Hey, Ma",216706
230,2021-01-13 02:43,Bon Iver,Skinny Love,238520
231,2021-01-13 02:47,Taylor Swift,exile (feat. Bon Iver),285634
232,2021-01-13 02:51,Bon Iver,33 “GOD”,213000
233,2021-01-13 02:54,Bon Iver,RABi,212266
234,2021-01-13 02:58,Bon Iver,Flume,219000
235,2021-01-13 03:02,Bon Iver,Faith,217946
236,2021-01-13 03:06,Bon Iver,29 #Strafford APTS,245200
237,2021-01-13 03:10,Bon Iver,Salem,224706
238,2021-01-13 03:14,Bon Iver,666 ʇ,252000
239,2021-01-13 03:20,Bon Iver,Re: Stacks,401413
240,2021-01-13 03:24,Bon Iver,"Holyfields,",187533
241,2021-01-13 03:29,Bon Iver,Wash.,298586
242,2021-01-13 03:31,Bon Iver,Marion,141666
243,2021-01-13 03:35,Bon Iver,Sh'Diah,251600
244,2021-01-13 03:39,Volcano Choir,Husks And Shells,223746
245,2021-01-13 03:41,Bon Iver,715 - CR∑∑KS,132000
246,2021-01-13 03:44,Bon Iver,We,142880
247,2021-01-13 03:48,James Blake,I Need A Forest Fire,257219
248,2021-01-13 03:53,Bon Iver,8 (circle),309013
249,2021-01-13 03:58,Bon Iver,Blood Bank,285160
250,2021-01-13 04:01,Bon Iver,iMi,196360
251,2021-01-13 04:06,Bon Iver,Beth/Rest,316800
252,2021-01-13 04:11,Volcano Choir,Byegone,262533
253,2021-01-13 04:14,Anaïs Mitchell,Wedding Song,198080
254,2021-01-13 04:17,Bon Iver,Lump Sum,201066
255,2021-01-13 04:22,James Blake,Fall Creek Boys Choir,273693
256,2021-01-13 04:25,Bon Iver,22 (OVER S∞∞N) - Bob Moose Extended Cab Version,202603
257,2021-01-13 04:31,DeYarmond Edison,bones,323826
258,2021-01-13 04:35,Volcano Choir,"Island, IS",248786
259,2021-01-13 04:38,Bon Iver,Towers,188040
260,2021-01-13 04:42,Kanye West,Lost In The World,256586
261,2021-01-13 04:47,Volcano Choir,Comrade,274506
262,2021-01-13 04:50,Francis and the Lights,Friends (feat. Bon Iver),188336
263,2021-01-13 04:55,Bon Iver,The Wolves (Act I and II),322040
264,2021-01-13 04:57,Volcano Choir,Still,66619
265,2021-01-14 23:31,Orville Peck,Turn to Hate,4714
266,2021-01-14 23:31,The Wonder Years,Came Out Swinging,8501
267,2021-01-14 23:31,Amanda Seyfried,"My Love, My Life",190541
268,2021-01-14 23:34,Orville Peck,Roses Are Falling,185760
269,2021-01-14 23:39,Bon Iver,Blood Bank,285160
270,2021-01-14 23:44,Ben Howard,Oats In The Water,299381
271,2021-01-14 23:49,Capre,Give,311055
272,2021-01-14 23:55,Crywolf,Unchained Melody,323000
273,2021-01-14 23:58,Dizzy,Twist,217640
274,2021-01-15 00:01,George Ezra,Did You Hear the Rain?,177440
275,2021-01-15 00:06,Sufjan Stevens,The Only Thing,284130
276,2021-01-15 00:10,Bon Iver,RABi,212266
277,2021-01-15 00:15,Orville Peck,Turn to Hate,296419
278,2021-01-15 00:19,Goth Babe,End Summer,270837
279,2021-01-15 00:23,Joji,WANTED U,251015
280,2021-01-15 00:27,The Unrighteous Brothers,Unchained Melody,235617
281,2021-01-15 00:31,I DONT KNOW HOW BUT THEY FOUND ME,Choke,195717
282,2021-01-15 00:37,Ben Howard,She Treats Me Well,317933
283,2021-01-15 00:40,half•alive,The Fall,186945
284,2021-01-15 00:44,Orville Peck,Dead of Night,239001
285,2021-01-15 00:47,Bon Iver,Faith,217946
286,2021-01-15 00:52,Ben Howard,I Forget Where We Were,281213
287,2021-01-15 00:53,Eden Project,woah,62103
288,2021-01-15 00:59,DeYarmond Edison,bones,323826
289,2021-01-15 01:02,Sierra Ferrell,Why’d Ya Do It,40147
290,2021-01-15 01:02,Rubi,Jeans,183847
291,2021-01-15 01:08,Big Red Machine,Forest Green,349200
292,2021-01-15 01:10,Jack Stauber's Micropop,Two Time,139850
293,2021-01-15 01:15,Ben Howard,Only Love,249173
294,2021-01-15 01:21,Bon Iver,Re: Stacks,394974
295,2021-01-16 21:29,Crywolf,Unchained Melody,323000
296,2021-01-16 21:29,Orville Peck,Winds Change,9101
297,2021-01-16 21:29,Bon Iver,Holocene,1504
298,2021-01-16 21:29,Joji,YEAH RIGHT,16170
299,2021-01-16 21:29,Joji,WHY AM I STILL IN LA (feat. Shlohmo & D33J),2581
300,2021-01-16 21:31,Orville Peck,Buffalo Run,5617
301,2021-01-16 21:31,Joji,CAN'T GET OVER YOU (feat. Clams Casino),107076
302,2021-01-16 21:31,Joji,Daylight,4490
303,2021-01-16 21:32,Joji,worldstar money (interlude),23402
304,2021-01-16 21:35,Panic! At The Disco,New Perspective,227093
305,2021-01-16 21:36,La Dispute,FULTON STREET II,12811
306,2021-01-16 21:39,Gideon,No Love/No One,1322
307,2021-01-16 21:39,The Ghost Inside,White Light,9844
308,2021-01-16 21:39,The Wonder Years,Woke Up Older (Acoustic),218722
309,2021-01-16 21:42,LIMBS,Abandoned,3196
310,2021-01-16 21:42,Mat Kerekes,Dogwood,172602
311,2021-01-16 21:43,The Ghost Inside,This Is What I Know About Sacrifice,53642
312,2021-01-16 21:46,La Dispute,FOOTSTEPS AT THE POND,4812
313,2021-01-16 21:46,Real Friends,I've Given Up on You,163999
314,2021-01-16 21:50,Panic! At The Disco,"Build God, Then We'll Talk",220720
315,2021-01-16 21:54,Brand New,The Boy Who Blocked His Own Shot,279200
316,2021-01-16 21:58,Taking Back Sunday,Cute Without The 'E' (Cut From The Team) - Remastered,212937
317,2021-01-16 21:58,Knuckle Puck,Evergreen,4373
318,2021-01-16 21:58,Stray From The Path,D.I.E.P.I.G.,1514
319,2021-01-16 21:58,Gideon,Champions,10868
320,2021-01-16 22:02,The Wonder Years,I Don't Like Who I Was Then,1002
321,2021-01-16 22:02,La Dispute,VIEW FROM OUR BEDROOM WINDOW,1695
322,2021-01-16 22:02,Real Friends,Mess,586
323,2021-01-16 22:02,La Dispute,IN NORTHERN MICHIGAN,3104
324,2021-01-16 22:02,The Wonder Years,Passing Through A Screen Door,18400
325,2021-01-16 22:02,The Ghost Inside,Phoenix Flame,416
326,2021-01-16 22:02,Gatherers,The Floorboards Are Breathing,5109
327,2021-01-16 22:02,Like Moths To Flames,Bury Your Pain,778
328,2021-01-16 22:02,Pierce The Veil,Besitos,2442
329,2021-01-16 22:02,Panic! At The Disco,Death of a Bachelor,203506
330,2021-01-16 22:02,Taking Back Sunday,MakeDamnSure,1610
331,2021-01-16 22:02,Kublai Khan TX,Smoke and Mirrors,3758
332,2021-01-16 22:05,All Time Low,Monsters (feat. blackbear),174067
333,2021-01-16 22:09,Mayday Parade,Jamie All Over,216000
334,2021-01-16 22:12,All Time Low,"Dear Maria, Count Me In",182826
335,2021-01-16 22:13,Waterparks,Turbulent,41765
336,2021-01-16 22:16,Bayside,I've Been Dead All Day,194480
337,2021-01-16 22:20,Neck Deep,In Bloom,218054
338,2021-01-16 22:23,My Chemical Romance,Dead!,195520
339,2021-01-16 22:26,The Maine,Black Butterflies and Déjà Vu,203057
340,2021-01-16 22:29,Real Friends,I've Given Up on You,163999
341,2021-01-16 22:32,My Chemical Romance,I'm Not Okay (I Promise),186480
342,2021-01-16 22:35,Tiny Moving Parts,Medicine,191294
343,2021-01-16 22:39,All Time Low,Some Kind of Disaster,223994
344,2021-01-16 22:42,Silverstein,The Afterglow,188885
345,2021-01-16 22:43,Hot Milk,Wide Awake,37434
346,2021-01-16 22:46,Neck Deep,When You Know,2836
347,2021-01-16 22:46,Panic! At The Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,200226
348,2021-01-16 22:50,Neck Deep,In Bloom,218054
349,2021-01-16 22:53,My Chemical Romance,The Ghost of You,194253
350,2021-01-16 22:58,My Chemical Romance,Famous Last Words,299226
351,2021-01-16 22:58,Waterparks,Stupid for You,1066
352,2021-01-16 22:58,Taking Back Sunday,MakeDamnSure,3370
353,2021-01-16 22:58,Stand Atlantic,Coffee at Midnight,970
354,2021-01-16 23:02,Real Friends,Get By,212893
355,2021-01-16 23:02,Waterparks,Blonde,6030
356,2021-01-16 23:06,We The Kings,"Check Yes, Juliet",220146
357,2021-01-16 23:39,The Wonder Years,Came Out Swinging,49159
358,2021-01-16 23:40,With Confidence,Voldemort,629
359,2021-01-16 23:40,Simple Creatures,Strange Love,245
360,2021-01-16 23:40,Fall Out Boy,Grand Theft Autumn / Where Is Your Boy,895
361,2021-01-16 23:40,Anarbor,18,704
362,2021-01-16 23:40,Anarbor,18,693
363,2021-01-16 23:40,Boston Manor,Laika,25898
364,2021-01-16 23:40,Boston Manor,Laika,853
365,2021-01-16 23:40,Neck Deep,Torn,533
366,2021-01-16 23:44,Sleeping With Sirens,If You Can't Hang,250240
367,2021-01-16 23:44,Waterparks,Easy To Hate,1749
368,2021-01-16 23:44,Cute Is What We Aim For,The Curse of Curves,2081
369,2021-01-16 23:44,Machine Gun Kelly,forget me too (feat. Halsey),2080
370,2021-01-16 23:48,Not Another D&D Podcast,Eldermourne - Ep. 4: Ghosts of Thornkirk ,218911
371,2021-01-17 01:29,Not Another D&D Podcast,Eldermourne - Ep. 5: The Baroness ,6073983
372,2021-01-17 17:31,Not Another D&D Podcast,Eldermourne - Ep. 6: The Rook's Gambit ,964558
373,2021-01-17 18:51,Not Another D&D Podcast,Eldermourne - Ep. 6: The Rook's Gambit ,5410816
374,2021-01-17 20:27,Not Another D&D Podcast,The Rotating Heroes Podcast - Arc 1 Ep. 1: The Obelisk at Bonbihr Mountains (w/ DM Zac Oyama),3732245
375,2021-01-17 21:56,Not Another D&D Podcast,Welcome to Not Another D&D Podcast! (Meet the Party),7063
376,2021-01-17 21:56,Not Another D&D Podcast,The Rotating Heroes Podcast - Arc 1 Ep. 1: The Obelisk at Bonbihr Mountains (w/ DM Zac Oyama),2357
377,2021-01-17 21:56,Not Another D&D Podcast,The Rotating Heroes Podcast - Arc 1 Ep. 1: The Obelisk at Bonbihr Mountains (w/ DM Zac Oyama),2627018
378,2021-01-17 21:56,Not Another D&D Podcast,The Rotating Heroes Podcast - Arc 1 Ep. 1: The Obelisk at Bonbihr Mountains (w/ DM Zac Oyama),3061
379,2021-01-17 21:56,Not Another D&D Podcast,Eldermourne - Ep. 7: Trial by Scale,2325
380,2021-01-18 22:40,Not Another D&D Podcast,Eldermourne - Ep. 7: Trial by Scale,6254512
381,2021-01-19 01:38,Not Another D&D Podcast,Eldermourne - Ep. 8: Until We Meet Again ,5083991
382,2021-01-19 01:38,Not Another D&D Podcast,Donkey Kong One-Shot: A Coco-Night Holiday Special ,24691
383,2021-01-20 14:07,Not Another D&D Podcast,The Rotating Heroes Podcast - Arc 1 Ep. 1: The Obelisk at Bonbihr Mountains (w/ DM Zac Oyama),7616
384,2021-01-20 14:07,Not Another D&D Podcast,Donkey Kong One-Shot: A Coco-Night Holiday Special ,1962
385,2021-01-20 14:12,Not Another D&D Podcast,The Rotating Heroes Podcast - Arc 1 Ep. 2: Oops All Mayhem (w/ DM Zac Oyama),275841
386,2021-01-20 14:30,Not Another D&D Podcast,The Rotating Heroes Podcast - Arc 1 Ep. 2: Oops All Mayhem (w/ DM Zac Oyama),5201373
387,2021-01-20 14:31,Not Another D&D Podcast,"Eldermourne - Arc 2 Ep. 0: Oops, All New Characters! (w/ Lou Wilson)",1138165
388,2021-01-21 22:55,Not Another D&D Podcast,"Eldermourne - Arc 2 Ep. 0: Oops, All New Characters! (w/ Lou Wilson)",3324670
389,2021-01-21 22:56,Not Another D&D Podcast,Welcome to Not Another D&D Podcast! (Meet the Party),31138
390,2021-01-21 22:58,Not Another D&D Podcast,Eldermourne - Ep. 9: Hexblood (w/ Lou Wilson),123818
391,2021-01-22 03:47,Not Another D&D Podcast,Eldermourne - Ep. 9: Hexblood (w/ Lou Wilson),5864436
392,2021-01-22 03:51,Northlane,Bloodline,205666
393,2021-01-22 03:52,Northlane,Quantum Flux,80083
394,2021-01-22 03:53,Northlane,Talking Heads,5482
395,2021-01-22 03:53,Northlane,Quantum Flux,191
396,2021-01-22 03:53,Northlane,4D,608
397,2021-01-22 03:53,Northlane,4D,46751
398,2021-01-22 03:56,Northlane,Bloodline,201482
399,2021-01-22 03:57,Fit For A King,The Path,38848
400,2021-01-22 03:57,Fit For A King,When Everything Means Nothing,6069
401,2021-01-22 03:57,The Heavy,Put It on the Line - Theme from Borderlands,3658
