,endTime,artistName,trackName,msPlayed
3142,2021-04-29 20:44,Britney Spears,3,13437
3143,2021-04-29 20:44,Billie Eilish,8,1503
3144,2021-04-29 20:44,Rick Ross,Diced Pineapples,2613
3145,2021-04-29 20:44,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),7754
3146,2021-04-29 20:44,The Chainsmokers,Roses,133870
3147,2021-04-29 20:48,Ariana Grande,R.E.M,245666
3148,2021-04-29 20:49,Justin Bieber,As I Am (feat. Khalid),7134
3149,2021-04-29 20:52,Ariana Grande,goodnight n go,189506
3150,2021-04-29 20:56,Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),8606
3151,2021-04-29 20:56,Ariana Grande,7 rings,20575
3152,2021-04-29 21:00,Billie Eilish,bury a friend,3477
3153,2021-04-29 21:00,Olivia Rodrigo,drivers license,235978
3154,2021-04-29 21:03,Ariana Grande,"thank u, next",207320
3155,2021-04-29 21:05,Taylor Swift,22,78974
3156,2021-04-29 21:07,Jupiter Rising,ElectroPop,128394
3157,2021-04-29 21:10,Gorillaz,Feel Good Inc.,222640
3158,2021-04-29 21:11,Led Zeppelin,Immigrant Song - Remaster,14417
3159,2021-04-29 21:14,KONGOS,Come with Me Now,211960
3160,2021-04-29 21:14,The Rolling Stones,"Paint It, Black",10953
3161,2021-04-29 21:15,Gorillaz,Clint Eastwood,6634
3162,2021-04-29 21:15,All Them Witches,When God Comes Back,4576
3163,2021-04-29 21:18,All Them Witches,When God Comes Back,213493
3164,2021-04-29 21:24,All Them Witches,The Marriage Of Coyote Woman,349613
3165,2021-04-29 21:32,All Them Witches,Am I Going Up?,298100
3166,2021-04-29 21:32,The Rapture,Pieces Of The People We Love,1888
3167,2021-04-29 21:32,The Tokens,The Lion Sleeps Tonight (Wimoweh),8917
3168,2021-04-29 21:33,The Tokens,The Lion Sleeps Tonight (Wimoweh),13589
3169,2021-04-29 21:36,Mayday Parade,Jamie All Over,216000
3170,2021-04-29 21:39,All Time Low,"Dear Maria, Count Me In",182826
3171,2021-04-29 21:42,My Chemical Romance,I'm Not Okay (I Promise),186480
3172,2021-04-29 21:46,Taking Back Sunday,Cute Without The 'E' (Cut From The Team) - Remastered,212937
3173,2021-04-29 21:49,Panic! At The Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,200226
3174,2021-04-29 21:53,We The Kings,"Check Yes, Juliet",220146
3175,2021-04-29 21:56,Paramore,Misery Business,211520
3176,2021-04-29 22:01,Relient K,Be My Escape,240453
3177,2021-04-29 22:04,Jimmy Eat World,Sweetness,220026
3178,2021-04-29 22:07,The Red Jumpsuit Apparatus,Face Down,192000
3179,2021-04-29 22:11,Yellowcard,Ocean Avenue,198266
3180,2021-04-30 02:37,All Time Low,Weightless,100475
3181,2021-04-30 02:37,Chet Faker,Talk Is Cheap,960
3182,2021-04-30 02:40,Kendrick Lamar,All The Stars (with SZA),232186
3183,2021-04-30 02:40,Chet Faker,Talk Is Cheap,3750
3184,2021-04-30 02:43,ODESZA,Sun Models (feat. Madelyn Grant),160000
3185,2021-04-30 02:43,Chris Lake,I Want You,2380
3186,2021-04-30 02:47,Ookay,Thief,239711
3187,2021-04-30 02:51,Dabin,Hold (feat. Daniela Andrade),2400
3188,2021-04-30 02:51,Giraffage,Maybes - Edit,3966
3189,2021-04-30 02:51,RL Grime,Waiting,37600
3190,2021-04-30 02:51,Dillon Francis,Say Less,2474
3191,2021-04-30 02:51,Ta-ku,Love Somebody,208421
3192,2021-04-30 02:55,Billie Eilish,you should see me in a crown,2474
3193,2021-04-30 02:55,TOKiMONSTA,Don't Call Me (feat. Yuna),217537
3194,2021-04-30 02:59,DJ Khalil,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",219400
3195,2021-04-30 06:41,Ryan Helsing,Breezeblocks (Alt-J Remix),204444
3196,2021-04-30 06:45,Cruel Youth,Mr. Watson,214746
3197,2021-04-30 06:48,Nick Murphy,Sanity,214476
3198,2021-04-30 06:51,GRiZ,Can't Hold Me Down,112686
3199,2021-05-02 22:18,Not Another D&D Podcast,"D&D Court - Flammable Brooms, Chokeslamming Dragons, and Grandma the Bard ",2959989
3200,2021-05-04 17:09,Eva Noblezada,Any Way the Wind Blows,225805
3201,2021-05-04 17:11,Reeve Carney,Come Home with Me,107649
3202,2021-05-04 17:15,Reeve Carney,Wedding Song,213198
3203,2021-05-04 17:18,Reeve Carney,Epic I,192891
3204,2021-05-04 17:23,Amber Gray,Livin' it Up on Top,329696
3205,2021-05-04 17:24,André De Shields,"All I've Ever Known (""In spite of herself..."") [Intro]",34545
3206,2021-05-05 16:30,André De Shields,"All I've Ever Known (""In spite of herself..."") [Intro]",1642
3207,2021-05-05 16:34,Eva Noblezada,All I've Ever Known,243331
3208,2021-05-05 16:39,Hadestown Original Broadway Company,Way Down Hadestown,300246
3209,2021-05-05 16:41,André De Shields,A Gathering Storm,93201
3210,2021-05-05 16:43,Reeve Carney,Epic II,146366
3211,2021-05-05 16:47,Hadestown Original Broadway Company,Chant,190166
3212,2021-05-06 16:03,Aly & AJ,Potential Breakup Song,3541
3213,2021-05-07 05:59,Not Another D&D Podcast,Eldermourne - Ep. 20: Olwen the Sullen ,3051136
3214,2021-05-09 20:38,Not Another D&D Podcast,Eldermourne - Ep. 21: The Crux ,4079928
3215,2021-05-10 02:11,Not Another D&D Podcast,Eldermourne - Ep. 21: The Crux ,137083
3216,2021-05-10 20:54,Not Another D&D Podcast,"D&D Court - Flammable Brooms, Chokeslamming Dragons, and Grandma the Bard ",33587
3217,2021-05-12 21:59,Not Another D&D Podcast,Eldermourne - Ep. 21: The Crux ,2118128
3218,2021-05-12 22:06,Not Another D&D Podcast,Eldermourne - Ep. 21: The Crux ,385520
3219,2021-05-12 22:10,Architects,Hereafter,255586
3220,2021-05-12 22:14,Of Mice & Men,The Depths,3943
3221,2021-05-12 22:14,A Day To Remember,If It Means A Lot To You,243226
3222,2021-05-12 22:18,Alexisonfire,This Could Be Anywhere In The World,243466
3223,2021-05-12 22:18,Hands Like Houses,Overthinking,9339
3224,2021-05-12 22:18,"Woe, Is Me",[&] Delinquents,2205
3225,2021-05-12 22:22,Bring Me The Horizon,Shadow Moses,242977
3226,2021-05-12 22:23,Hellions,Thresher,208
3227,2021-05-12 22:23,Driveways,Motions,69
3228,2021-05-12 22:23,Alexisonfire,.44 Caliber Love Letter,16678
3229,2021-05-12 22:23,As Cities Burn,Chains,1393
3230,2021-05-12 22:27,Of Mice & Men,The Storm,244413
3231,2021-05-12 22:31,Architects,Meteor,348
3232,2021-05-12 22:31,A Day To Remember,Have Faith In Me,905
3233,2021-05-12 22:31,Architects,Black Lungs,2043
3234,2021-05-12 22:31,FEVER 333,BURN IT,6945
3235,2021-05-12 22:31,Underoath,A Boy Brushed Red Living In Black And White,268000
3236,2021-05-12 22:31,Secrets,Ass Back Home,1393
3237,2021-05-12 22:34,A Day To Remember,2nd Sucks,147626
3238,2021-05-12 22:37,Of Mice & Men,Purified,215213
3239,2021-05-12 22:41,Alexisonfire,Control,223853
3240,2021-05-12 22:45,Bring Me The Horizon,Sleepwalking,230090
3241,2021-05-12 22:49,Alexisonfire,Familiar Drugs,258718
3242,2021-05-12 22:51,SHVPES,Calloused Hands,117307
3243,2021-05-13 22:07,KALEO,I Can't Go on Without You,1718
3244,2021-05-13 22:07,Not Another D&D Podcast,Eldermourne - Ep. 21: The Crux ,167153
3245,2021-05-13 22:09,Goth Babe,End Summer,69706
3246,2021-05-13 22:20,The Heavy,Short Change Hero,322266
3247,2021-05-13 22:24,MGMT,Kids,1509
3248,2021-05-13 22:24,The Black Keys,Fever,246306
3249,2021-05-13 22:24,Two Door Cinema Club,Sleep Alone,2043
3250,2021-05-13 22:24,The Mowgli's,San Francisco,6026
3251,2021-05-13 22:25,KALEO,Broken Bones,46347
3252,2021-05-13 22:28,Jungle,Busy Earnin',181772
3253,2021-05-13 22:30,Still Woozy,Goodie Bag,146390
3254,2021-05-13 22:34,KALEO,Way down We Go,213706
3255,2021-05-13 22:36,All Them Witches,I Can't Even See Myself (Bonus),4931
3256,2021-05-13 22:36,alt-J,"Dancing in the Moonlight (It's Caught Me in Its Spotlight) - Live from Spotify Studios, New York City, NY",143966
3257,2021-05-13 22:40,fun.,We Are Young (feat. Janelle Monáe),1184
3258,2021-05-13 22:40,The Black Keys,Shine A Little Light,196776
3259,2021-05-13 22:40,Cold War Kids,Complainer,41447
3260,2021-05-13 22:43,Cage The Elephant,Ain't No Rest for the Wicked,175493
3261,2021-05-13 22:45,The Black Keys,Weight of Love,1323
3262,2021-05-13 22:45,KALEO,Save Yourself,123126
3263,2021-05-13 22:46,All Them Witches,Guns,15185
3264,2021-05-13 22:46,Of Monsters and Men,King And Lionheart,9032
3265,2021-05-13 22:49,Gideon,Cursed,182785
3266,2021-05-13 22:52,A Day To Remember,The Downfall Of Us All,209093
3267,2021-05-13 22:53,Stray From The Path,Kickback,1555
3268,2021-05-13 22:53,Of Mice & Men,The Great Hendowski,9127
3269,2021-05-13 22:53,Alexisonfire,Season of the Flood,1741
3270,2021-05-13 22:57,A Day To Remember,"I'm Made Of Wax, Larry, What Are You Made Of?",3784
3271,2021-05-13 22:57,Sleeping With Sirens,If You Can't Hang,1671
3272,2021-05-13 22:57,Sleeping With Sirens,Scene Two - Roger Rabbit,1091
3273,2021-05-13 22:57,Architects,Animals,1137
3274,2021-05-13 22:57,Alexisonfire,Young Cardinals - Live,1532
3275,2021-05-13 22:57,A Day To Remember,My Life For Hire,1091
3276,2021-05-13 22:57,Gideon,Champions,8846
3277,2021-05-13 22:57,Of Mice & Men,Ben Threw,208
3278,2021-05-13 22:57,Our Last Night,When the Party's Over,17510
3279,2021-05-13 22:57,Architects,Doomsday,248880
3280,2021-05-13 23:01,Northlane,Bloodline,205666
3281,2021-05-13 23:05,Architects,Holy Hell,253973
3282,2021-05-13 23:09,Sleeping With Sirens,Scene Five - With Ears To See and Eyes To Hear,227573
3283,2021-05-13 23:12,A Day To Remember,All I Want,202640
3284,2021-05-13 23:16,Of Mice & Men,Repeating Apologies,223893
3285,2021-05-13 23:17,Every Time I Die,A Colossal Wreck,81392
3286,2021-05-13 23:18,Architects,Death Is Not Defeat,20990
3287,2021-05-13 23:18,Kublai Khan TX,Boomslang,5154
3288,2021-05-13 23:21,Gideon,No Love/No One,208950
3289,2021-05-13 23:22,Architects,Meteor,3599
3290,2021-05-13 23:22,Of Mice & Men,Let Live,37593
3291,2021-05-13 23:22,The Menzingers,Last To Know,14110
3292,2021-05-13 23:22,As Cities Burn,Chains,2623
3293,2021-05-13 23:26,A Day To Remember,If It Means A Lot To You,243226
3294,2021-05-13 23:32,Alexisonfire,Rough Hands,330986
3295,2021-05-13 23:42,Sleeping With Sirens,Scene One - James Dean & Audrey Hepburn,21237
3296,2021-05-13 23:42,Architects,A Match Made In Heaven,12501
3297,2021-05-13 23:42,Stray From The Path,Fortune Teller,2218
3298,2021-05-13 23:42,Of Mice & Men,My Understandings,789
3299,2021-05-13 23:42,Gideon,Champions,1855
3300,2021-05-15 23:48,Of Mice & Men,My Understandings,18775
3301,2021-05-17 00:37,Jungle,Busy Earnin',181772
3302,2021-05-17 00:38,girl in red,i wanna be your girlfriend,21199
3303,2021-05-17 00:38,The Macrobats,Weymouth,35066
3304,2021-05-17 00:39,girl in red,we fell in love in october,14233
3305,2021-05-17 00:42,Green Day,Holiday,975
3306,2021-05-17 00:42,My Chemical Romance,Helena,5678
3307,2021-05-17 00:42,blink-182,What's My Age Again?,766
3308,2021-05-17 00:42,Pierce The Veil,May These Noises Startle You In Your Sleep Tonight,278
3309,2021-05-17 00:42,Billy Talent,Fallen Leaves,464
3310,2021-05-17 00:42,Mayday Parade,When You See My Friends,214573
3311,2021-05-17 00:45,Mayday Parade,Jamie All Over,175287
3312,2021-05-17 01:00,My Chemical Romance,I'm Not Okay (I Promise),120661
3313,2021-05-17 01:03,Arctic Monkeys,R U Mine?,201726
3314,2021-05-17 01:04,Two Door Cinema Club,Something Good Can Work,3111
3315,2021-05-17 01:04,The White Stripes,Seven Nation Army,25514
3316,2021-05-17 01:07,The Black Keys,Weight of Love,31348
3317,2021-05-17 01:07,Two Door Cinema Club,Undercover Martyn,167773
3318,2021-05-17 01:11,girl in red,i wanna be your girlfriend,204990
3319,2021-05-17 01:11,KALEO,Vor í Vaglaskógi,16585
3320,2021-05-17 01:14,KALEO,No Good,171966
3321,2021-05-17 21:58,Not Another D&D Podcast,Eldermourne - Ep. 22: Ghost Dragon,124096
3322,2021-05-17 21:59,Not Another D&D Podcast,Eldermourne - Ep. 21: The Crux ,1386
3323,2021-05-18 20:33,Not Another D&D Podcast,Eldermourne - Ep. 22: Ghost Dragon,5928895
3324,2021-05-20 21:11,Billie Eilish,8,173201
3325,2021-05-20 21:11,Billie Eilish,my strange addiction,15321
3326,2021-05-20 21:15,Billie Eilish,wish you were gay,221543
3327,2021-05-20 21:17,Billie Eilish,8,2112
3328,2021-05-20 21:17,Billie Eilish,when the party's over,54019
3329,2021-05-21 17:41,Not Another D&D Podcast,Eldermourne - Ep. 23: Scrappers ,1131925
3330,2021-05-23 06:06,Not Another D&D Podcast,Eldermourne - Ep. 23: Scrappers ,1370619
3331,2021-05-23 06:10,Sleeping With Sirens,Scene One - James Dean & Audrey Hepburn,256053
3332,2021-05-23 06:13,Lustra,Scotty Doesn't Know,160686
3333,2021-05-23 06:17,Sleeping With Sirens,If You Can't Hang,246317
3334,2021-05-23 06:21,We The Kings,"Check Yes, Juliet",0
3335,2021-05-23 06:21,Paramore,All I Wanted,225786
3336,2021-05-23 06:23,The All-American Rejects,The Last Song,4745
3337,2021-05-23 06:23,You Me At Six,Underdog - Acoustic Version,153973
3338,2021-05-23 06:24,Sleeping With Sirens,Scene One - James Dean & Audrey Hepburn,28467
3339,2021-05-23 06:24,Sleeping With Sirens,Scene Two - Roger Rabbit,487
3340,2021-05-23 06:28,Crooked Teeth,Beg,8442
3341,2021-05-23 06:28,Pierce The Veil,Besitos,264657
3342,2021-05-23 06:32,You Me At Six,Stay With Me - Acoustic Version,196069
3343,2021-05-23 06:35,Taking Back Sunday,Cute Without The 'E' (Cut From The Team) - Remastered,212937
3344,2021-05-23 06:38,La Dispute,"Fall Down, Never Get Back Up Again",165586
3345,2021-05-23 06:39,Casey,Bloom,58125
3346,2021-05-23 06:39,My Chemical Romance,Helena,1230
3347,2021-05-23 06:39,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",4992
3348,2021-05-23 06:39,Panic! At The Disco,The End of All Things,5108
3349,2021-05-23 06:44,Mayday Parade,"Oh Well, Oh Well - Acoustic",283900
3350,2021-05-23 06:44,Alexisonfire,This Could Be Anywhere In The World,6803
3351,2021-05-23 06:44,The Ghost Inside,Make Or Break,2066
3352,2021-05-23 06:44,Modern Life Is War,Revival Fires,1623
3353,2021-05-23 06:47,Cage The Elephant,Mess Around,173173
3354,2021-05-23 06:51,The Black Keys,Howlin' for You,191800
3355,2021-05-23 06:55,Palace,Live Well,249840
3356,2021-05-23 06:59,Goth Babe,End Summer,270837
3357,2021-05-23 07:03,KALEO,Glass House,241546
3358,2021-05-23 07:04,All Them Witches,I Can't Even See Myself (Bonus),27144
3359,2021-05-23 07:04,Smallpools,No Story Time,13606
3360,2021-05-23 07:07,Arctic Monkeys,When The Sun Goes Down,202133
3361,2021-05-23 07:11,Two Door Cinema Club,Changing of the Seasons,204667
3362,2021-05-23 07:14,Two Door Cinema Club,What You Know,186618
3363,2021-05-23 07:17,Major Lazer,Lean On,173011
3364,2021-05-23 07:20,Major Lazer,Titans (feat. Sia & Labrinth),175473
3365,2021-05-23 07:23,Porter Robinson,Sad Machine,7523
3366,2021-05-23 07:23,Porter Robinson,Shelter,216015
3367,2021-05-23 07:28,Porter Robinson,Flicker,279000
3368,2021-05-23 07:29,KYLE,Ikuyo (feat. 2 Chainz & Sophia Black),50130
3369,2021-05-23 07:35,Porter Robinson,Sad Machine,350690
3370,2021-05-23 07:38,Ookay,Thief,175066
3371,2021-05-23 07:41,Sub Urban,Cradles,209829
3372,2021-05-23 07:44,Sub Urban,Freak (feat. REI AMI),194000
3373,2021-05-23 07:45,Sub Urban,PATCHWERK (with Two Feet),6582
3374,2021-05-23 07:45,Sub Urban,Cirque,33529
3375,2021-05-27 00:08,Sub Urban,Cirque,812
3376,2021-05-27 00:09,Glass Animals,Heat Waves,4411
3377,2021-05-27 00:12,Glass Animals,The Other Side Of Paradise,59274
3378,2021-05-27 00:16,Glass Animals,Heat Waves,238805
3379,2021-05-27 00:21,Glass Animals,The Other Side Of Paradise,320654
3380,2021-05-27 00:22,Glass Animals,Take A Slice,37583
3381,2021-05-27 00:22,Glass Animals,Gooey,27562
3382,2021-05-27 00:26,Northlane,Bloodline,205666
3383,2021-05-27 00:30,Architects,Doomsday,248880
3384,2021-05-27 00:31,The Ghost Inside,1333,59261
3385,2021-05-27 00:33,Gideon,Champions,1277
3386,2021-05-27 00:33,Polaris,Masochist,1787
3387,2021-05-27 00:33,Ghostemane,Hydrochloride,104850
3388,2021-05-27 00:35,Gideon,No Love/No One,650
3389,2021-05-27 00:35,Alexisonfire,This Could Be Anywhere In The World,158243
3390,2021-05-27 00:37,Not Another D&D Podcast,Eldermourne - Ep. 23: Scrappers ,1420085
3391,2021-05-27 00:39,Beartooth,In Between,766
3392,2021-05-27 00:39,While She Sleeps,Silence Speaks,6757
3393,2021-05-27 00:39,Architects,A Match Made In Heaven,580
3394,2021-05-27 00:39,The Ghost Inside,Engine 45,4156
3395,2021-05-27 00:39,The Ghost Inside,Still Alive,196046
3396,2021-05-27 00:42,Gideon,Cursed,182785
3397,2021-05-27 00:42,A Day To Remember,2nd Sucks,15964
3398,2021-05-27 00:46,Of Mice & Men,Repeating Apologies,219892
3399,2021-05-27 00:46,Memphis May Fire,Prove Me Right,1671
3400,2021-05-27 00:50,Memphis May Fire,Prove Me Right,249573
3401,2021-05-27 00:50,Motionless In White,Brand New Numb,15423
3402,2021-05-27 00:50,La Dispute,IN NORTHERN MICHIGAN,4899
3403,2021-05-27 00:50,The Ghost Inside,Southtown,510
3404,2021-05-27 00:51,Architects,Hereafter,20085
3405,2021-05-27 00:51,Of Mice & Men,Ben Threw,1973
3406,2021-05-27 00:54,A Day To Remember,"I'm Made Of Wax, Larry, What Are You Made Of?",180840
3407,2021-05-27 00:56,The Ghost Inside,Unseen,5928
3408,2021-05-27 00:59,Northlane,Bloodline,174962
3409,2021-05-27 07:10,Glass Animals,Heat Waves,905
3410,2021-05-27 07:15,Glass Animals,Gooey,275818
3411,2021-05-27 07:20,Glass Animals,The Other Side Of Paradise,320654
3412,2021-05-27 07:24,Glass Animals,Take A Slice,229717
3413,2021-05-27 07:28,Glass Animals,Gooey,229829
3414,2021-05-27 07:31,Glass Animals,Tangerine,200583
3415,2021-05-27 07:35,Glass Animals,Youth,230693
3416,2021-05-27 07:35,Glass Animals,Heat Waves (with iann dior),12141
3417,2021-05-27 07:39,Glass Animals,Tokyo Drifting,216821
3418,2021-05-27 07:43,Glass Animals,Pork Soda,253831
3419,2021-05-27 07:51,Glass Animals,Life Itself,281406
3420,2021-05-27 07:54,Glass Animals,Dreamland,203492
3421,2021-05-27 07:57,Glass Animals,((home movie: 1994)),7156
3422,2021-05-27 07:57,Glass Animals,Tangerine,200583
3423,2021-05-27 08:01,Glass Animals,Hot Sugar,234865
3424,2021-05-27 08:02,Glass Animals,((home movie: btx)),13625
3425,2021-05-27 08:05,Glass Animals,Space Ghost Coast To Coast,187383
3426,2021-05-27 08:08,Glass Animals,Tokyo Drifting,216821
3427,2021-05-27 08:11,Glass Animals,Melon and the Coconut,148705
3428,2021-05-27 08:15,Glass Animals,Your Love (Déjà Vu),234372
3429,2021-05-27 08:17,Glass Animals,Waterfalls Coming Out Your Mouth,161789
3430,2021-05-29 00:42,Glass Animals,It’s All So Incredibly Loud,224408
3431,2021-05-29 00:43,Glass Animals,Heat Waves,23823
3432,2021-05-29 00:46,Glass Animals,Heat Waves,215220
3433,2021-05-29 00:52,Glass Animals,The Other Side Of Paradise,320654
3434,2021-05-29 00:55,Glass Animals,Take A Slice,229717
3435,2021-05-29 00:59,Glass Animals,Gooey,192043
3436,2021-05-29 01:52,Not Another D&D Podcast,Eldermourne - Ep. 23: Scrappers ,3163486
3437,2021-05-29 02:18,Not Another D&D Podcast,"D&D Court - Death Save Coin, Chill Ragers, & Heating Warforged ",1565117
3438,2021-06-02 08:31,The Beach Boys,God Only Knows - Mono / 1997 Remastered,59191
3439,2021-06-03 03:06,Not Another D&D Podcast,"D&D Court - Death Save Coin, Chill Ragers, & Heating Warforged ",1160667
3440,2021-06-07 22:25,Not Another D&D Podcast,"D&D Court - Death Save Coin, Chill Ragers, & Heating Warforged ",39311
3441,2021-06-07 23:08,Not Another D&D Podcast,Eldermourne - Ep. 24: Awakened ,2546718
3442,2021-06-09 02:02,Glass Animals,Heat Waves,238805
3443,2021-06-09 02:02,Glass Animals,Space Ghost Coast To Coast,2693
3444,2021-06-09 02:02,Glass Animals,The Other Side Of Paradise,14043
3445,2021-06-09 22:47,Glass Animals,Space Ghost Coast To Coast,184681
3446,2021-06-09 22:49,Daniel Caesar,Japanese Denim,117678
3447,2021-06-09 23:07,Not Another D&D Podcast,Eldermourne - Ep. 24: Awakened ,1087901
3448,2021-06-15 03:37,Not Another D&D Podcast,"D&D Court - Death Save Coin, Chill Ragers, & Heating Warforged ",522205
3449,2021-06-17 02:00,Die Antwoord,Baby's on Fire,33604
3450,2021-06-17 02:03,Olivia Rodrigo,good 4 u,178146
3451,2021-06-17 02:06,Olivia Rodrigo,traitor,214374
3452,2021-06-17 02:10,Olivia Rodrigo,deja vu,215506
3453,2021-06-17 02:10,Olivia Rodrigo,happier,9134
3454,2021-06-17 02:13,Olivia Rodrigo,good 4 u,178146
3455,2021-06-17 02:13,Olivia Rodrigo,traitor,4454
3456,2021-06-17 02:17,Olivia Rodrigo,drivers license,242013
3457,2021-06-17 02:18,Olivia Rodrigo,happier,41373
3458,2021-06-18 04:10,Not Another D&D Podcast,Eldermourne - Ep. 24: Awakened ,2139104
3459,2021-06-18 04:11,Twin Shadow,To the Top,2867
3460,2021-06-18 04:11,Gary Clark Jr.,Come Together,6339
3461,2021-06-18 04:15,Twin Shadow,To the Top,190798
3462,2021-06-18 04:15,Twin Shadow,When the Lights Turn Out,16462
3463,2021-06-18 04:18,Counting Crows,Accidentally In Love,557
3464,2021-06-18 04:18,Counting Crows,"Accidentally In Love - From ""Shrek 2"" Soundtrack",188893
3465,2021-06-18 04:18,Butterfly Boucher,Changes,0
3466,2021-06-18 04:19,Counting Crows,Mr. Jones,63831
3467,2021-06-18 04:30,Lil Nas X,MONTERO (Call Me By Your Name),137875
3468,2021-06-18 04:31,Counting Crows,Accidentally In Love,187594
3469,2021-06-18 04:31,Lil Nas X,MONTERO (Call Me By Your Name),69856
3470,2021-06-18 04:36,Architects,Holy Hell,253973
3471,2021-06-18 04:38,The Ghost Inside,Pressure Point,6943
3472,2021-06-18 04:38,Alexisonfire,No Transitory,117130
3473,2021-06-18 04:42,Architects,Animals,244364
3474,2021-06-18 04:46,Architects,Little Wonder,227813
3475,2021-06-18 04:50,Architects,Black Lungs,1164
3476,2021-06-18 04:50,Architects,Doomsday,248880
3477,2021-06-18 04:54,Architects,Doomsday,248880
3478,2021-06-18 04:58,Architects,Black Lungs,231161
3479,2021-06-18 04:58,Architects,Impermanence,19768
3480,2021-06-18 05:20,Knocked Loose,Mistakes Like Fractures,2730
3481,2021-06-18 05:20,Architects,Hereafter,34197
3482,2021-06-18 05:20,Counterparts,Wings of Nightmares,7402
3483,2021-06-18 05:34,Alexisonfire,Familiar Drugs,170698
3484,2021-06-18 05:38,Bring Me The Horizon,Sleepwalking,230090
3485,2021-06-18 05:41,Gideon,SLEEP,26207
3486,2021-06-18 05:41,A Day To Remember,2nd Sucks,147626
3487,2021-06-18 05:41,Killswitch Engage,Killing of Leviathan,3970
3488,2021-06-18 05:46,The Ghost Inside,Aftermath,265610
3489,2021-06-18 05:49,The Ghost Inside,Pressure Point,9285
3490,2021-06-18 05:49,A Day To Remember,The Downfall Of Us All,1600
3491,2021-06-18 05:49,Alexisonfire,Accidents,3200
3492,2021-06-18 05:49,The Ghost Inside,Avalanche,212369
3493,2021-06-18 05:49,Bring Me The Horizon,1x1 (feat. Nova Twins),4778
3494,2021-06-18 05:50,Counterparts,Monument,1941
3495,2021-06-18 05:53,Gideon,No Love/No One,208950
3496,2021-06-18 05:54,Parkway Drive,Dying To Believe,64757
3497,2021-06-18 05:58,A Day To Remember,All I Want,6451
3498,2021-06-18 05:58,The Ghost Inside,Southtown,250200
3499,2021-06-18 06:02,Bring Me The Horizon,Shadow Moses,242977
3500,2021-06-18 06:03,The Ghost Inside,Unseen,14506
3501,2021-06-18 06:03,END,Fear for Me Now,30410
3502,2021-06-18 06:07,Alexisonfire,This Could Be Anywhere In The World,243466
3503,2021-06-19 02:03,Counting Crows,Accidentally In Love,1287
3504,2021-06-19 02:03,Counting Crows,A Long December,20387
3505,2021-06-19 02:07,Panic! At The Disco,New Perspective,227093
3506,2021-06-19 02:07,The Red Jumpsuit Apparatus,Face Down,2353
3507,2021-06-19 02:10,Panic! At The Disco,Miss Jackson (feat. LOLO),192053
3508,2021-06-19 02:14,Taking Back Sunday,Cute Without The 'E' (Cut From The Team) - Remastered,212937
3509,2021-06-19 02:17,The White Stripes,Icky Thump,8951
3510,2021-06-19 02:17,The Offspring,"You're Gonna Go Far, Kid",177826
3511,2021-06-20 23:13,Architects,Death Is Not Defeat,48413
3512,2021-06-20 23:14,Body Count,Institutionalized 2014,20050
3513,2021-06-20 23:14,Body Count,Body Count's in the House,62403
3514,2021-06-20 23:26,Volumes,Feels Good,82361
3515,2021-06-20 23:40,Oceano,District of Misery,32438
3516,2021-06-28 02:20,The White Stripes,Icky Thump,6548
3517,2021-06-28 02:23,Olivia Rodrigo,good 4 u,178146
3518,2021-06-28 02:24,Olivia Rodrigo,favorite crime,11609
3519,2021-06-28 02:24,Olivia Rodrigo,happier,1044
3520,2021-06-28 02:24,Olivia Rodrigo,traitor,47353
3521,2021-06-28 02:26,Olivia Rodrigo,drivers license,92879
3522,2021-06-28 02:26,Taylor Swift,my tears ricochet,4713
3523,2021-06-28 02:28,Olivia Rodrigo,drivers license,157366
3524,2021-06-28 02:29,Olivia Rodrigo,"1 step forward, 3 steps back",15738
3525,2021-06-28 02:32,Counting Crows,Accidentally In Love,188613
3526,2021-06-28 02:32,Counting Crows,A Long December,29850
3527,2021-06-28 02:36,Arctic Monkeys,R U Mine?,201726
3528,2021-06-28 02:40,KALEO,All the Pretty Girls,269893
3529,2021-06-28 02:43,Jack White,I'm Shakin',180173
3530,2021-06-28 02:46,Orville Peck,Roses Are Falling,185760
3531,2021-06-28 02:47,Glass Animals,Your Love (Déjà Vu),43269
3532,2021-06-28 02:50,Orville Peck,Dead of Night,178909
3533,2021-06-29 21:32,Orville Peck,Dead of Night,19071
3534,2021-06-30 18:11,Big Red Machine,The Ghost of Cincinnati,217133
3535,2021-07-01 23:49,Jesus Piece,Curse of the Serpent,36316
3536,2021-07-01 23:52,Glass Animals,Space Ghost Coast To Coast,187383
3537,2021-07-01 23:56,Big Red Machine,The Ghost of Cincinnati,217133
3538,2021-07-01 23:57,Daniel Caesar,Get You (feat. Kali Uchis),49226
3539,2021-07-02 00:01,Olivia Rodrigo,deja vu,1323
3540,2021-07-02 00:01,Olivia Rodrigo,drivers license,242013
3541,2021-07-02 00:01,Olivia Rodrigo,"1 step forward, 3 steps back",18700
3542,2021-07-02 00:04,Olivia Rodrigo,enough for you,20662
